"GEOGRAPHY_CODE"	"CELL"	"OBS_VALUE"
"E02002559"		3813
"E02002559"		3811
"E02002559"		2
"E02002560"		2596
"E02002560"		2596
"E02002560"		0
"E02002561"		2567
"E02002561"		2567
"E02002561"		0
"E02002562"		3111
"E02002562"		3111
"E02002562"		0
"E02002563"		2393
"E02002563"		2393
"E02002563"		0
"E02002564"		4273
"E02002564"		4273
"E02002564"		0
"E02002565"		2830
"E02002565"		2829
"E02002565"		1
"E02002566"		3714
"E02002566"		3686
"E02002566"		28
"E02002567"		3303
"E02002567"		3302
"E02002567"		1
"E02002568"		2770
"E02002568"		2767
"E02002568"		3
"E02002569"		4004
"E02002569"		4004
"E02002569"		0
"E02002570"		3896
"E02002570"		3896
"E02002570"		0
"E02002571"		2835
"E02002571"		2835
"E02002571"		0
"E02002572"		2930
"E02002572"		2929
"E02002572"		1
"E02002573"		3609
"E02002573"		3609
"E02002573"		0
"E02004290"		2560
"E02004290"		2560
"E02004290"		0
"E02004291"		3234
"E02004291"		3234
"E02004291"		0
"E02004292"		3613
"E02004292"		3613
"E02004292"		0
"E02004293"		4553
"E02004293"		4553
"E02004293"		0
"E02004294"		3785
"E02004294"		3785
"E02004294"		0
"E02004295"		3288
"E02004295"		3288
"E02004295"		0
"E02004296"		3665
"E02004296"		3665
"E02004296"		0
"E02004297"		3661
"E02004297"		3661
"E02004297"		0
"E02004298"		4344
"E02004298"		4343
"E02004298"		1
"E02004299"		3913
"E02004299"		3913
"E02004299"		0
"E02004300"		3632
"E02004300"		3632
"E02004300"		0
"E02004301"		4058
"E02004301"		4058
"E02004301"		0
"E02004302"		3844
"E02004302"		3844
"E02004302"		0
"E02004303"		5543
"E02004303"		5541
"E02004303"		2
"E02004304"		4064
"E02004304"		4064
"E02004304"		0
"E02004305"		4013
"E02004305"		4012
"E02004305"		1
"E02004306"		2773
"E02004306"		2773
"E02004306"		0
"E02004307"		3024
"E02004307"		3024
"E02004307"		0
"E02004308"		3063
"E02004308"		3063
"E02004308"		0
"E02004309"		2856
"E02004309"		2856
"E02004309"		0
"E02004310"		3685
"E02004310"		3685
"E02004310"		0
"E02004311"		4278
"E02004311"		4278
"E02004311"		0
"E02004312"		3496
"E02004312"		3496
"E02004312"		0
"E02004313"		3086
"E02004313"		3086
"E02004313"		0
"E02004314"		2521
"E02004314"		2521
"E02004314"		0
"E02004315"		4051
"E02004315"		4050
"E02004315"		1
"E02004316"		2812
"E02004316"		2812
"E02004316"		0
"E02004317"		3630
"E02004317"		3629
"E02004317"		1
"E02004318"		2794
"E02004318"		2791
"E02004318"		3
"E02004319"		3387
"E02004319"		3387
"E02004319"		0
"E02004320"		3917
"E02004320"		3916
"E02004320"		1
"E02004321"		3813
"E02004321"		3813
"E02004321"		0
"E02004322"		3833
"E02004322"		3833
"E02004322"		0
"E02004323"		3453
"E02004323"		3453
"E02004323"		0
"E02004324"		2808
"E02004324"		2808
"E02004324"		0
"E02004325"		3791
"E02004325"		3791
"E02004325"		0
"E02004326"		2818
"E02004326"		2818
"E02004326"		0
"E02004327"		3025
"E02004327"		3025
"E02004327"		0
"E02004328"		3161
"E02004328"		3161
"E02004328"		0
"E02004329"		2850
"E02004329"		2850
"E02004329"		0
"E02004330"		2857
"E02004330"		2857
"E02004330"		0
"E02004331"		3237
"E02004331"		3237
"E02004331"		0
"E02004332"		3238
"E02004332"		3238
"E02004332"		0
"E02004333"		3248
"E02004333"		3248
"E02004333"		0
"E02004334"		3279
"E02004334"		3279
"E02004334"		0
"E02004335"		3081
"E02004335"		3081
"E02004335"		0
"E02004336"		3417
"E02004336"		3416
"E02004336"		1
"E02004337"		4197
"E02004337"		4197
"E02004337"		0
"E02004338"		3249
"E02004338"		3249
"E02004338"		0
"E02004339"		3102
"E02004339"		3102
"E02004339"		0
"E02004340"		5040
"E02004340"		5040
"E02004340"		0
"E02004341"		3558
"E02004341"		3558
"E02004341"		0
"E02004342"		2468
"E02004342"		2468
"E02004342"		0
"E02004343"		2544
"E02004343"		2544
"E02004343"		0
"E02004344"		3325
"E02004344"		3325
"E02004344"		0
"E02004345"		6163
"E02004345"		6163
"E02004345"		0
"E02004346"		2673
"E02004346"		2673
"E02004346"		0
"E02004347"		3163
"E02004347"		3163
"E02004347"		0
"E02004348"		4141
"E02004348"		4141
"E02004348"		0
"E02004349"		4322
"E02004349"		4322
"E02004349"		0
"E02004350"		4640
"E02004350"		4638
"E02004350"		2
"E02004351"		3251
"E02004351"		3250
"E02004351"		1
"E02004352"		3719
"E02004352"		3718
"E02004352"		1
"E02004353"		3466
"E02004353"		3466
"E02004353"		0
"E02004354"		4055
"E02004354"		4055
"E02004354"		0
"E02004355"		3357
"E02004355"		3356
"E02004355"		1
"E02002483"		4025
"E02002483"		4025
"E02002483"		0
"E02002484"		4748
"E02002484"		4748
"E02002484"		0
"E02002485"		3628
"E02002485"		3627
"E02002485"		1
"E02002487"		3036
"E02002487"		3035
"E02002487"		1
"E02002488"		2606
"E02002488"		2606
"E02002488"		0
"E02002489"		3741
"E02002489"		3737
"E02002489"		4
"E02002490"		3009
"E02002490"		3009
"E02002490"		0
"E02002491"		2956
"E02002491"		2956
"E02002491"		0
"E02002492"		2999
"E02002492"		2998
"E02002492"		1
"E02002493"		2757
"E02002493"		2757
"E02002493"		0
"E02002494"		3507
"E02002494"		3507
"E02002494"		0
"E02006909"		5090
"E02006909"		5090
"E02006909"		0
"E02002496"		4790
"E02002496"		4775
"E02002496"		15
"E02002497"		3057
"E02002497"		3057
"E02002497"		0
"E02002498"		4377
"E02002498"		4373
"E02002498"		4
"E02002499"		3090
"E02002499"		3090
"E02002499"		0
"E02002500"		2424
"E02002500"		2421
"E02002500"		3
"E02002501"		2350
"E02002501"		2349
"E02002501"		1
"E02002502"		4352
"E02002502"		4351
"E02002502"		1
"E02002503"		2663
"E02002503"		2663
"E02002503"		0
"E02002504"		3896
"E02002504"		3895
"E02002504"		1
"E02002505"		2630
"E02002505"		2630
"E02002505"		0
"E02002506"		2453
"E02002506"		2438
"E02002506"		15
"E02002507"		2560
"E02002507"		2560
"E02002507"		0
"E02002508"		2185
"E02002508"		2185
"E02002508"		0
"E02002509"		2392
"E02002509"		2392
"E02002509"		0
"E02002510"		2533
"E02002510"		2533
"E02002510"		0
"E02002512"		2259
"E02002512"		2258
"E02002512"		1
"E02002513"		3938
"E02002513"		3938
"E02002513"		0
"E02002514"		3889
"E02002514"		3889
"E02002514"		0
"E02006811"		4118
"E02006811"		4117
"E02006811"		1
"E02005702"		3288
"E02005702"		3288
"E02005702"		0
"E02005703"		3435
"E02005703"		3433
"E02005703"		2
"E02005704"		5975
"E02005704"		5975
"E02005704"		0
"E02005705"		3899
"E02005705"		3899
"E02005705"		0
"E02005706"		4652
"E02005706"		4651
"E02005706"		1
"E02005707"		3578
"E02005707"		3578
"E02005707"		0
"E02005708"		6799
"E02005708"		6796
"E02005708"		3
"E02005709"		3117
"E02005709"		3117
"E02005709"		0
"E02005710"		4338
"E02005710"		4338
"E02005710"		0
"E02005711"		3744
"E02005711"		3743
"E02005711"		1
"E02005712"		3000
"E02005712"		3000
"E02005712"		0
"E02005713"		2761
"E02005713"		2761
"E02005713"		0
"E02005714"		2018
"E02005714"		2018
"E02005714"		0
"E02005715"		3798
"E02005715"		3797
"E02005715"		1
"E02005716"		3801
"E02005716"		3801
"E02005716"		0
"E02005717"		3692
"E02005717"		3692
"E02005717"		0
"E02005718"		3152
"E02005718"		3151
"E02005718"		1
"E02005719"		3649
"E02005719"		3649
"E02005719"		0
"E02005720"		5051
"E02005720"		5051
"E02005720"		0
"E02005721"		2217
"E02005721"		2217
"E02005721"		0
"E02005722"		3183
"E02005722"		3183
"E02005722"		0
"E02005723"		3253
"E02005723"		3253
"E02005723"		0
"E02005724"		2606
"E02005724"		2606
"E02005724"		0
"E02005725"		2940
"E02005725"		2940
"E02005725"		0
"E02005726"		3167
"E02005726"		3167
"E02005726"		0
"E02005727"		3139
"E02005727"		3138
"E02005727"		1
"E02005728"		3433
"E02005728"		3433
"E02005728"		0
"E02005729"		2521
"E02005729"		2521
"E02005729"		0
"E02005730"		6017
"E02005730"		6017
"E02005730"		0
"E02005731"		4650
"E02005731"		4650
"E02005731"		0
"E02005732"		4119
"E02005732"		4118
"E02005732"		1
"E02005733"		3810
"E02005733"		3810
"E02005733"		0
"E02005734"		3089
"E02005734"		3089
"E02005734"		0
"E02005735"		3882
"E02005735"		3880
"E02005735"		2
"E02005736"		3616
"E02005736"		3616
"E02005736"		0
"E02005737"		3336
"E02005737"		3336
"E02005737"		0
"E02005738"		2258
"E02005738"		2258
"E02005738"		0
"E02005739"		4426
"E02005739"		4426
"E02005739"		0
"E02005740"		4935
"E02005740"		4935
"E02005740"		0
"E02005741"		3664
"E02005741"		3664
"E02005741"		0
"E02002515"		3543
"E02002515"		3533
"E02002515"		10
"E02002516"		2492
"E02002516"		2492
"E02002516"		0
"E02002517"		2454
"E02002517"		2454
"E02002517"		0
"E02002518"		4619
"E02002518"		4619
"E02002518"		0
"E02002519"		3273
"E02002519"		3273
"E02002519"		0
"E02002520"		5912
"E02002520"		5912
"E02002520"		0
"E02002521"		3032
"E02002521"		3022
"E02002521"		10
"E02002523"		2833
"E02002523"		2832
"E02002523"		1
"E02002524"		2390
"E02002524"		2390
"E02002524"		0
"E02002525"		3864
"E02002525"		3864
"E02002525"		0
"E02002526"		3326
"E02002526"		3326
"E02002526"		0
"E02002527"		2417
"E02002527"		2417
"E02002527"		0
"E02002529"		2671
"E02002529"		2671
"E02002529"		0
"E02002530"		3066
"E02002530"		3066
"E02002530"		0
"E02002532"		3064
"E02002532"		3064
"E02002532"		0
"E02002533"		2497
"E02002533"		2497
"E02002533"		0
"E02002534"		2528
"E02002534"		2528
"E02002534"		0
"E02006812"		3489
"E02006812"		3489
"E02006812"		0
"E02006910"		4429
"E02006910"		4429
"E02006910"		0
"E02002535"		4171
"E02002535"		4171
"E02002535"		0
"E02002536"		4369
"E02002536"		4368
"E02002536"		1
"E02002537"		3820
"E02002537"		3820
"E02002537"		0
"E02002538"		2498
"E02002538"		2498
"E02002538"		0
"E02002539"		3659
"E02002539"		3659
"E02002539"		0
"E02002540"		2888
"E02002540"		2888
"E02002540"		0
"E02002541"		2989
"E02002541"		2989
"E02002541"		0
"E02002542"		3443
"E02002542"		3443
"E02002542"		0
"E02002543"		3485
"E02002543"		3485
"E02002543"		0
"E02002544"		3524
"E02002544"		3522
"E02002544"		2
"E02002545"		2342
"E02002545"		2342
"E02002545"		0
"E02002546"		3270
"E02002546"		3268
"E02002546"		2
"E02002547"		2830
"E02002547"		2830
"E02002547"		0
"E02002548"		5528
"E02002548"		5508
"E02002548"		20
"E02002549"		3421
"E02002549"		3421
"E02002549"		0
"E02002550"		2786
"E02002550"		2786
"E02002550"		0
"E02002551"		2916
"E02002551"		2915
"E02002551"		1
"E02002552"		2887
"E02002552"		2887
"E02002552"		0
"E02002553"		2671
"E02002553"		2671
"E02002553"		0
"E02002554"		2403
"E02002554"		2403
"E02002554"		0
"E02002555"		4290
"E02002555"		4290
"E02002555"		0
"E02002556"		2794
"E02002556"		2794
"E02002556"		0
"E02002557"		4900
"E02002557"		4900
"E02002557"		0
"E02002558"		4353
"E02002558"		4352
"E02002558"		1
"E02001682"		3562
"E02001682"		3561
"E02001682"		1
"E02001683"		4135
"E02001683"		4135
"E02001683"		0
"E02001684"		3544
"E02001684"		3544
"E02001684"		0
"E02001685"		3735
"E02001685"		3735
