"GEOGRAPHY_CODE"	"CELL"	"OBS_VALUE"
"E00062207"		114
"E00062207"		35
"E00062207"		15
"E00062207"		20
"E00062207"		77
"E00062207"		11
"E00062207"		44
"E00062207"		21
"E00062207"		9
"E00062207"		8
"E00062207"		6
"E00062207"		0
"E00062207"		0
"E00062207"		0
"E00062207"		0
"E00062207"		0
"E00062207"		7
"E00062207"		3
"E00062207"		3
"E00062207"		1
"E00062207"		0
"E00062207"		15
"E00062207"		5
"E00062207"		3
"E00062207"		7
"E00062207"		2
"E00062207"		0
"E00062207"		1
"E00062207"		0
"E00062207"		0
"E00062207"		1
"E00062208"		174
"E00062208"		32
"E00062208"		18
"E00062208"		14
"E00062208"		131
"E00062208"		18
"E00062208"		91
"E00062208"		26
"E00062208"		15
"E00062208"		42
"E00062208"		8
"E00062208"		0
"E00062208"		0
"E00062208"		0
"E00062208"		0
"E00062208"		0
"E00062208"		16
"E00062208"		11
"E00062208"		4
"E00062208"		1
"E00062208"		0
"E00062208"		6
"E00062208"		5
"E00062208"		0
"E00062208"		1
"E00062208"		11
"E00062208"		2
"E00062208"		5
"E00062208"		0
"E00062208"		0
"E00062208"		4
"E00062209"		94
"E00062209"		24
"E00062209"		11
"E00062209"		13
"E00062209"		68
"E00062209"		12
"E00062209"		45
"E00062209"		22
"E00062209"		3
"E00062209"		15
"E00062209"		5
"E00062209"		0
"E00062209"		0
"E00062209"		0
"E00062209"		0
"E00062209"		0
"E00062209"		8
"E00062209"		6
"E00062209"		1
"E00062209"		1
"E00062209"		0
"E00062209"		3
"E00062209"		1
"E00062209"		2
"E00062209"		0
"E00062209"		2
"E00062209"		2
"E00062209"		0
"E00062209"		0
"E00062209"		0
"E00062209"		0
"E00062210"		52
"E00062210"		18
"E00062210"		14
"E00062210"		4
"E00062210"		33
"E00062210"		8
"E00062210"		15
"E00062210"		6
"E00062210"		1
"E00062210"		5
"E00062210"		3
"E00062210"		0
"E00062210"		0
"E00062210"		0
"E00062210"		0
"E00062210"		0
"E00062210"		6
"E00062210"		3
"E00062210"		0
"E00062210"		3
"E00062210"		0
"E00062210"		4
"E00062210"		1
"E00062210"		1
"E00062210"		2
"E00062210"		1
"E00062210"		1
"E00062210"		0
"E00062210"		0
"E00062210"		0
"E00062210"		0
"E00062211"		60
"E00062211"		13
"E00062211"		6
"E00062211"		7
"E00062211"		43
"E00062211"		9
"E00062211"		23
"E00062211"		10
"E00062211"		2
"E00062211"		5
"E00062211"		6
"E00062211"		0
"E00062211"		0
"E00062211"		0
"E00062211"		0
"E00062211"		0
"E00062211"		6
"E00062211"		2
"E00062211"		3
"E00062211"		1
"E00062211"		0
"E00062211"		5
"E00062211"		2
"E00062211"		1
"E00062211"		2
"E00062211"		4
"E00062211"		1
"E00062211"		1
"E00062211"		0
"E00062211"		0
"E00062211"		2
"E00062212"		99
"E00062212"		21
"E00062212"		9
"E00062212"		12
"E00062212"		70
"E00062212"		9
"E00062212"		49
"E00062212"		22
"E00062212"		6
"E00062212"		13
"E00062212"		8
"E00062212"		0
"E00062212"		0
"E00062212"		0
"E00062212"		0
"E00062212"		0
"E00062212"		6
"E00062212"		4
"E00062212"		1
"E00062212"		0
"E00062212"		1
"E00062212"		6
"E00062212"		2
"E00062212"		3
"E00062212"		1
"E00062212"		8
"E00062212"		2
"E00062212"		1
"E00062212"		0
"E00062212"		0
"E00062212"		5
"E00174202"		123
"E00174202"		10
"E00174202"		1
"E00174202"		9
"E00174202"		106
"E00174202"		0
"E00174202"		91
"E00174202"		24
"E00174202"		28
"E00174202"		32
"E00174202"		7
"E00174202"		0
"E00174202"		0
"E00174202"		0
"E00174202"		0
"E00174202"		0
"E00174202"		9
"E00174202"		3
"E00174202"		2
"E00174202"		3
"E00174202"		1
"E00174202"		6
"E00174202"		2
"E00174202"		4
"E00174202"		0
"E00174202"		7
"E00174202"		2
"E00174202"		3
"E00174202"		0
"E00174202"		0
"E00174202"		2
"E00174206"		123
"E00174206"		12
"E00174206"		1
"E00174206"		11
"E00174206"		103
"E00174206"		0
"E00174206"		67
"E00174206"		21
"E00174206"		18
"E00174206"		24
"E00174206"		4
"E00174206"		0
"E00174206"		0
"E00174206"		0
"E00174206"		0
"E00174206"		0
"E00174206"		22
"E00174206"		13
"E00174206"		4
"E00174206"		4
"E00174206"		1
"E00174206"		14
"E00174206"		7
"E00174206"		6
"E00174206"		1
"E00174206"		8
"E00174206"		1
"E00174206"		3
"E00174206"		0
"E00174206"		0
"E00174206"		4
"E00174208"		123
"E00174208"		27
"E00174208"		10
"E00174208"		17
"E00174208"		90
"E00174208"		18
"E00174208"		66
"E00174208"		36
"E00174208"		8
"E00174208"		15
"E00174208"		7
"E00174208"		0
"E00174208"		0
"E00174208"		0
"E00174208"		0
"E00174208"		0
"E00174208"		6
"E00174208"		4
"E00174208"		2
"E00174208"		0
"E00174208"		0
"E00174208"		0
"E00174208"		0
"E00174208"		0
"E00174208"		0
"E00174208"		6
"E00174208"		2
"E00174208"		0
"E00174208"		0
"E00174208"		0
"E00174208"		4
"E00062202"		118
"E00062202"		35
"E00062202"		14
"E00062202"		21
"E00062202"		80
"E00062202"		19
"E00062202"		52
"E00062202"		23
"E00062202"		9
"E00062202"		12
"E00062202"		8
"E00062202"		0
"E00062202"		0
"E00062202"		0
"E00062202"		0
"E00062202"		0
"E00062202"		5
"E00062202"		3
"E00062202"		0
"E00062202"		2
"E00062202"		0
"E00062202"		4
"E00062202"		2
"E00062202"		1
"E00062202"		1
"E00062202"		3
"E00062202"		1
"E00062202"		0
"E00062202"		0
"E00062202"		0
"E00062202"		2
"E00062203"		135
"E00062203"		60
"E00062203"		30
"E00062203"		30
"E00062203"		73
"E00062203"		9
"E00062203"		39
"E00062203"		13
"E00062203"		4
"E00062203"		14
"E00062203"		8
"E00062203"		0
"E00062203"		0
"E00062203"		0
"E00062203"		0
"E00062203"		0
"E00062203"		10
"E00062203"		5
