"GEOGRAPHY_CODE"	"CELL"	"OBS_VALUE"
"E02002559"	"0"	6521
"E02002559"	"1"	4735
"E02002559"	"2"	1786
"E02002559"	"3"	58
"E02002559"	"4"	211
"E02002559"	"5"	134
"E02002559"	"6"	117
"E02002559"	"7"	86
"E02002559"	"8"	74
"E02002559"	"9"	347
"E02002559"	"10"	496
"E02002559"	"11"	263
"E02002560"	"0"	4462
"E02002560"	"1"	3127
"E02002560"	"2"	1335
"E02002560"	"3"	37
"E02002560"	"4"	163
"E02002560"	"5"	101
"E02002560"	"6"	76
"E02002560"	"7"	63
"E02002560"	"8"	67
"E02002560"	"9"	228
"E02002560"	"10"	395
"E02002560"	"11"	205
"E02002561"	"0"	4342
"E02002561"	"1"	2903
"E02002561"	"2"	1439
"E02002561"	"3"	47
"E02002561"	"4"	187
"E02002561"	"5"	123
"E02002561"	"6"	70
"E02002561"	"7"	72
"E02002561"	"8"	72
"E02002561"	"9"	253
"E02002561"	"10"	426
"E02002561"	"11"	189
"E02002562"	"0"	4473
"E02002562"	"1"	2772
"E02002562"	"2"	1701
"E02002562"	"3"	47
"E02002562"	"4"	185
"E02002562"	"5"	166
"E02002562"	"6"	90
"E02002562"	"7"	99
"E02002562"	"8"	60
"E02002562"	"9"	223
"E02002562"	"10"	475
"E02002562"	"11"	356
"E02002563"	"0"	3912
"E02002563"	"1"	2420
"E02002563"	"2"	1492
"E02002563"	"3"	40
"E02002563"	"4"	166
"E02002563"	"5"	85
"E02002563"	"6"	79
"E02002563"	"7"	60
"E02002563"	"8"	62
"E02002563"	"9"	241
"E02002563"	"10"	477
"E02002563"	"11"	282
"E02002564"	"0"	6715
"E02002564"	"1"	4134
"E02002564"	"2"	2581
"E02002564"	"3"	74
"E02002564"	"4"	262
"E02002564"	"5"	170
"E02002564"	"6"	131
"E02002564"	"7"	98
"E02002564"	"8"	112
"E02002564"	"9"	445
"E02002564"	"10"	782
"E02002564"	"11"	507
"E02002565"	"0"	4189
"E02002565"	"1"	2879
"E02002565"	"2"	1310
"E02002565"	"3"	56
"E02002565"	"4"	170
"E02002565"	"5"	120
"E02002565"	"6"	77
"E02002565"	"7"	64
"E02002565"	"8"	44
"E02002565"	"9"	190
"E02002565"	"10"	343
"E02002565"	"11"	246
"E02002566"	"0"	5282
"E02002566"	"1"	3132
"E02002566"	"2"	2150
"E02002566"	"3"	62
"E02002566"	"4"	290
"E02002566"	"5"	179
"E02002566"	"6"	125
"E02002566"	"7"	97
"E02002566"	"8"	70
"E02002566"	"9"	276
"E02002566"	"10"	477
"E02002566"	"11"	574
"E02002567"	"0"	5097
"E02002567"	"1"	2961
"E02002567"	"2"	2136
"E02002567"	"3"	57
"E02002567"	"4"	215
"E02002567"	"5"	165
"E02002567"	"6"	117
"E02002567"	"7"	102
"E02002567"	"8"	84
"E02002567"	"9"	292
"E02002567"	"10"	641
"E02002567"	"11"	463
"E02002568"	"0"	4113
"E02002568"	"1"	2826
"E02002568"	"2"	1287
"E02002568"	"3"	39
"E02002568"	"4"	151
"E02002568"	"5"	95
"E02002568"	"6"	65
"E02002568"	"7"	61
"E02002568"	"8"	55
"E02002568"	"9"	234
"E02002568"	"10"	400
"E02002568"	"11"	187
"E02002569"	"0"	6327
"E02002569"	"1"	3921
"E02002569"	"2"	2406
"E02002569"	"3"	51
"E02002569"	"4"	216
"E02002569"	"5"	159
"E02002569"	"6"	131
"E02002569"	"7"	115
"E02002569"	"8"	110
"E02002569"	"9"	467
"E02002569"	"10"	893
"E02002569"	"11"	264
"E02002570"	"0"	5939
"E02002570"	"1"	3557
"E02002570"	"2"	2382
"E02002570"	"3"	82
"E02002570"	"4"	301
"E02002570"	"5"	176
"E02002570"	"6"	108
"E02002570"	"7"	83
"E02002570"	"8"	81
"E02002570"	"9"	373
"E02002570"	"10"	610
"E02002570"	"11"	568
"E02002571"	"0"	4611
"E02002571"	"1"	2858
"E02002571"	"2"	1753
"E02002571"	"3"	55
"E02002571"	"4"	207
"E02002571"	"5"	131
"E02002571"	"6"	88
"E02002571"	"7"	63
"E02002571"	"8"	58
"E02002571"	"9"	280
"E02002571"	"10"	472
"E02002571"	"11"	399
"E02002572"	"0"	4512
"E02002572"	"1"	2670
"E02002572"	"2"	1842
"E02002572"	"3"	55
"E02002572"	"4"	210
"E02002572"	"5"	168
"E02002572"	"6"	110
"E02002572"	"7"	86
"E02002572"	"8"	69
"E02002572"	"9"	237
"E02002572"	"10"	432
"E02002572"	"11"	475
"E02002573"	"0"	6140
"E02002573"	"1"	4119
"E02002573"	"2"	2021
"E02002573"	"3"	60
"E02002573"	"4"	221
"E02002573"	"5"	177
"E02002573"	"6"	127
"E02002573"	"7"	73
"E02002573"	"8"	87
"E02002573"	"9"	392
"E02002573"	"10"	561
"E02002573"	"11"	323
"E02004290"	"0"	4631
"E02004290"	"1"	3226
"E02004290"	"2"	1405
"E02004290"	"3"	43
"E02004290"	"4"	161
"E02004290"	"5"	107
"E02004290"	"6"	80
"E02004290"	"7"	73
"E02004290"	"8"	57
"E02004290"	"9"	253
"E02004290"	"10"	435
"E02004290"	"11"	196
"E02004291"	"0"	5082
"E02004291"	"1"	3142
"E02004291"	"2"	1940
"E02004291"	"3"	42
"E02004291"	"4"	163
"E02004291"	"5"	124
"E02004291"	"6"	101
"E02004291"	"7"	66
"E02004291"	"8"	72
"E02004291"	"9"	297
"E02004291"	"10"	688
"E02004291"	"11"	387
"E02004292"	"0"	5848
"E02004292"	"1"	3645
"E02004292"	"2"	2203
"E02004292"	"3"	54
"E02004292"	"4"	189
"E02004292"	"5"	160
"E02004292"	"6"	116
"E02004292"	"7"	114
"E02004292"	"8"	107
