"GEOGRAPHY_CODE"	"CELL"	"OBS_VALUE"
"E06000005"	"0"	104111
"E06000005"	"1"	11588
"E06000005"	"2"	3109
"E06000005"	"3"	19
"E06000005"	"4"	3090
"E06000005"	"5"	8479
"E06000005"	"6"	4703
"E06000005"	"7"	2651
"E06000005"	"8"	996
"E06000005"	"9"	129
"E06000005"	"10"	22977
"E06000005"	"11"	13211
"E06000005"	"12"	10371
"E06000005"	"13"	1578
"E06000005"	"14"	1032
"E06000005"	"15"	230
"E06000005"	"16"	5861
"E06000005"	"17"	3905
"E06000005"	"18"	12438
"E06000005"	"19"	6554
"E06000005"	"20"	4073
"E06000005"	"21"	1008
"E06000005"	"22"	803
"E06000005"	"23"	10428
"E06000005"	"24"	3309
"E06000005"	"25"	3165
"E06000005"	"26"	144
"E06000005"	"27"	7119
"E06000005"	"28"	6748
"E06000005"	"29"	371
"E06000005"	"30"	10073
"E06000005"	"31"	4910
"E06000005"	"32"	5163
"E06000005"	"33"	4558
"E06000005"	"34"	605
"E06000005"	"35"	15716
"E06000005"	"36"	4443
"E06000005"	"37"	6163
"E06000005"	"38"	1626
"E06000005"	"39"	2191
"E06000005"	"40"	146
"E06000005"	"41"	940
"E06000005"	"42"	207
"E06000005"	"43"	14992
"E06000005"	"44"	1653
"E06000005"	"45"	941
"E06000005"	"46"	6012
"E06000005"	"47"	6263
"E06000005"	"48"	123
"E06000005"	"49"	4937
"E06000005"	"50"	2790
"E06000005"	"51"	2147
"E06000005"	"52"	962
"E06000005"	"53"	944
"E06000005"	"54"	18
"E06000047"	"0"	500288
"E06000047"	"1"	48344
"E06000047"	"2"	13907
"E06000047"	"3"	49
"E06000047"	"4"	13858
"E06000047"	"5"	34437
"E06000047"	"6"	20998
"E06000047"	"7"	8918
"E06000047"	"8"	3922
"E06000047"	"9"	599
"E06000047"	"10"	98915
"E06000047"	"11"	58214
"E06000047"	"12"	47863
"E06000047"	"13"	5709
"E06000047"	"14"	3734
"E06000047"	"15"	908
"E06000047"	"16"	24085
