"GEOGRAPHY_CODE"	"CELL"	"OBS_VALUE"
"E06000005"		12312
"E06000005"		8896
"E06000005"		78
"E06000005"		1762
"E06000005"		802
"E06000005"		588
"E06000005"		186
"E06000047"		62471
"E06000047"		41509
"E06000047"		159
"E06000047"		10343
"E06000047"		6920
"E06000047"		2168
"E06000047"		1372
"E06000001"		10643
"E06000001"		6907
"E06000001"		92
"E06000001"		1021
"E06000001"		1924
"E06000001"		459
"E06000001"		240
"E06000002"		14239
"E06000002"		9649
"E06000002"		123
"E06000002"		1305
"E06000002"		2218
"E06000002"		562
"E06000002"		382
"E06000057"		41870
"E06000057"		28962
"E06000057"		220
"E06000057"		4772
"E06000057"		4289
"E06000057"		2544
"E06000057"		1083
"E06000003"		17817
"E06000003"		12800
"E06000003"		62
"E06000003"		1808
"E06000003"		2173
"E06000003"		663
"E06000003"		311
"E06000004"		19910
"E06000004"		14593
"E06000004"		85
"E06000004"		1933
"E06000004"		2314
"E06000004"		723
"E06000004"		262
"E08000037"		24117
"E08000037"		14664
"E08000037"		128
"E08000037"		6449
"E08000037"		1797
"E08000037"		739
"E08000037"		340
"E08000021"		26817
"E08000021"		15910
"E08000021"		134
"E08000021"		6720
"E08000021"		2328
"E08000021"		1135
"E08000021"		590
"E08000022"		24356
"E08000022"		16371
"E08000022"		131
"E08000022"		4598
"E08000022"		1874
"E08000022"		1064
"E08000022"		318
"E08000023"		18857
"E08000023"		10952
"E08000023"		126
"E08000023"		5749
"E08000023"		1249
"E08000023"		506
"E08000023"		275
"E08000024"		32317
"E08000024"		20120
"E08000024"		164
"E08000024"		5065
"E08000024"		5638
"E08000024"		911
"E08000024"		419
"E06000008"		12722
"E06000008"		9133
"E06000008"		82
"E06000008"		572
"E06000008"		2043
"E06000008"		617
"E06000008"		275
"E06000009"		18238
"E06000009"		13877
"E06000009"		65
"E06000009"		1390
"E06000009"		628
"E06000009"		1924
"E06000009"		354
"E06000049"		46820
"E06000049"		37923
"E06000049"		227
"E06000049"		1176
"E06000049"		4988
"E06000049"		1675
"E06000049"		831
"E06000050"		40518
"E06000050"		31515
"E06000050"		241
"E06000050"		3039
"E06000050"		3544
"E06000050"		1372
"E06000050"		807
"E06000006"		12638
"E06000006"		8722
"E06000006"		61
"E06000006"		648
"E06000006"		2621
"E06000006"		324
"E06000006"		262
"E06000007"		21212
"E06000007"		16781
"E06000007"		169
"E06000007"		1411
"E06000007"		1952
"E06000007"		557
"E06000007"		342
"E07000026"		13222
"E07000026"		9735
"E07000026"		65
"E07000026"		316
"E07000026"		2213
"E07000026"		577
"E07000026"		316
"E07000027"		8843
"E07000027"		7397
"E07000027"		11
"E07000027"		654
"E07000027"		238
"E07000027"		401
"E07000027"		142
"E07000028"		13454
"E07000028"		10198
"E07000028"		175
"E07000028"		297
"E07000028"		1897
"E07000028"		578
"E07000028"		309
"E07000029"		8843
"E07000029"		6566
"E07000029"		69
"E07000029"		537
"E07000029"		1191
"E07000029"		281
"E07000029"		199
"E07000030"		7503
"E07000030"		5927
"E07000030"		35
"E07000030"		93
"E07000030"		656
"E07000030"		584
"E07000030"		208
"E07000031"		16390
"E07000031"		13348
"E07000031"		62
"E07000031"		1118
"E07000031"		539
"E07000031"		943
"E07000031"		380
"E08000001"		28935
"E08000001"		20456
"E08000001"		172
"E08000001"		4376
"E08000001"		2338
"E08000001"		894
"E08000001"		699
"E08000002"		19734
"E08000002"		15140
"E08000002"		76
"E08000002"		1964
"E08000002"		1375
"E08000002"		775
"E08000002"		404
"E08000003"		33694
"E08000003"		16840
"E08000003"		306
"E08000003"		5267
"E08000003"		8500
"E08000003"		1728
"E08000003"		1053
"E08000004"		22290
"E08000004"		15451
"E08000004"		109
"E08000004"		2401
"E08000004"		3031
"E08000004"		833
"E08000004"		465
"E08000005"		20964
"E08000005"		14062
"E08000005"		132
"E08000005"		3509
"E08000005"		1906
"E08000005"		850
"E08000005"		505
"E08000006"		23349
"E08000006"		14010
"E08000006"		74
"E08000006"		4612
"E08000006"		3173
"E08000006"		783
"E08000006"		697
"E08000007"		34332
"E08000007"		27590
"E08000007"		322
"E08000007"		2796
"E08000007"		2080
"E08000007"		1023
"E08000007"		521
"E08000008"		23474
"E08000008"		16127
"E08000008"		142
"E08000008"		1157
"E08000008"		4495
"E08000008"		1036
"E08000008"		517
"E08000009"		24513
"E08000009"		18757
"E08000009"		161
"E08000009"		1236
"E08000009"		3216
"E08000009"		733
"E08000009"		410
"E08000010"		34608
"E08000010"		25406
"E08000010"		78
"E08000010"		6084
"E08000010"		1119
"E08000010"		1058
"E08000010"		863
"E07000117"		9436
"E07000117"		6739
"E07000117"		18
"E07000117"		403
"E07000117"		1376
"E07000117"		683
"E07000117"		217
"E07000118"		11708
"E07000118"		9439
"E07000118"		89
"E07000118"		446
"E07000118"		1148
"E07000118"		381
"E07000118"		205
"E07000119"		12058
"E07000119"		10021
"E07000119"		46
"E07000119"		179
"E07000119"		820
"E07000119"		791
"E07000119"		201
"E07000120"		8613
"E07000120"		6362
"E07000120"		34
"E07000120"		408
"E07000120"		1190
"E07000120"		447
"E07000120"		172
"E07000121"		16697
"E07000121"		13356
"E07000121"		72
"E07000121"		1217
"E07000121"		711
"E07000121"		1025
"E07000121"		316
"E07000122"		9615
"E07000122"		7136
"E07000122"		13
"E07000122"		776
"E07000122"		871
"E07000122"		567
"E07000122"		252
"E07000123"		12913
"E07000123"		9438
"E07000123"		125
"E07000123"		439
"E07000123"		2189
"E07000123"		448
"E07000123"		274
"E07000124"		7489
"E07000124"		6006
"E07000124"		46
"E07000124"		142
"E07000124"		677
"E07000124"		457
"E07000124"		161
"E07000125"		6932
"E07000125"		4889
"E07000125"		24
"E07000125"		343
"E07000125"		1205
"E07000125"		310
"E07000125"		161
"E07000126"		12718
"E07000126"		10770
"E07000126"		79
"E07000126"		78
"E07000126"		1315
"E07000126"		299
