"GEOGRAPHY_CODE"	"CELL"	"OBS_VALUE"
"E00062207"		114
"E00062207"		59
"E00062207"		31
"E00062207"		18
"E00062207"		5
"E00062207"		1
"E00062208"		174
"E00062208"		113
"E00062208"		47
"E00062208"		14
"E00062208"		0
"E00062208"		0
"E00062209"		94
"E00062209"		54
"E00062209"		33
"E00062209"		7
"E00062209"		0
"E00062209"		0
"E00062210"		52
"E00062210"		28
"E00062210"		16
"E00062210"		8
"E00062210"		0
"E00062210"		0
"E00062211"		60
"E00062211"		33
"E00062211"		19
"E00062211"		7
"E00062211"		1
"E00062211"		0
"E00062212"		99
"E00062212"		52
"E00062212"		33
"E00062212"		12
"E00062212"		2
"E00062212"		0
"E00174202"		123
"E00174202"		91
"E00174202"		27
"E00174202"		4
"E00174202"		1
"E00174202"		0
"E00174206"		123
"E00174206"		89
"E00174206"		26
"E00174206"		8
"E00174206"		0
"E00174206"		0
"E00174208"		123
"E00174208"		71
"E00174208"		32
"E00174208"		17
"E00174208"		3
"E00174208"		0
"E00062202"		118
"E00062202"		66
"E00062202"		36
"E00062202"		13
"E00062202"		2
"E00062202"		1
"E00062203"		135
"E00062203"		48
"E00062203"		45
"E00062203"		35
"E00062203"		5
"E00062203"		2
"E00062204"		120
"E00062204"		70
"E00062204"		37
"E00062204"		9
"E00062204"		4
"E00062204"		0
"E00062205"		124
"E00062205"		61
"E00062205"		43
"E00062205"		20
"E00062205"		0
"E00062205"		0
"E00062206"		123
"E00062206"		72
"E00062206"		38
"E00062206"		12
"E00062206"		1
"E00062206"		0
"E00062379"		150
"E00062379"		85
"E00062379"		48
"E00062379"		14
"E00062379"		3
"E00062379"		0
"E00062380"		66
"E00062380"		34
"E00062380"		22
"E00062380"		8
"E00062380"		2
"E00062380"		0
"E00062381"		53
"E00062381"		25
"E00062381"		18
"E00062381"		8
"E00062381"		2
"E00062381"		0
"E00062382"		83
"E00062382"		49
"E00062382"		25
"E00062382"		9
"E00062382"		0
"E00062382"		0
"E00062383"		77
"E00062383"		47
"E00062383"		25
"E00062383"		5
"E00062383"		0
"E00062383"		0
"E00062384"		162
"E00062384"		75
"E00062384"		47
"E00062384"		39
"E00062384"		1
"E00062384"		0
"E00062385"		159
"E00062385"		79
"E00062385"		67
"E00062385"		12
"E00062385"		1
"E00062385"		0
"E00062386"		110
"E00062386"		38
"E00062386"		43
"E00062386"		25
"E00062386"		4
"E00062386"		0
"E00174203"		95
"E00174203"		65
"E00174203"		25
"E00174203"		4
"E00174203"		1
"E00174203"		0
"E00174204"		121
"E00174204"		87
"E00174204"		29
"E00174204"		3
"E00174204"		2
"E00174204"		0
"E00174205"		117
"E00174205"		69
"E00174205"		39
"E00174205"		8
"E00174205"		1
"E00174205"		0
"E00174207"		115
"E00174207"		92
"E00174207"		17
"E00174207"		5
"E00174207"		1
"E00174207"		0
"E00174210"		106
"E00174210"		63
"E00174210"		32
"E00174210"		10
"E00174210"		1
"E00174210"		0
"E00062133"		169
"E00062133"		118
"E00062133"		35
"E00062133"		13
"E00062133"		2
"E00062133"		1
"E00062134"		169
"E00062134"		123
"E00062134"		32
"E00062134"		11
"E00062134"		3
"E00062134"		0
"E00062136"		123
"E00062136"		65
"E00062136"		44
"E00062136"		12
"E00062136"		1
"E00062136"		1
"E00174209"		89
"E00174209"		58
"E00174209"		18
"E00174209"		13
"E00174209"		0
"E00174209"		0
"E00174212"		100
"E00174212"		67
"E00174212"		29
"E00174212"		4
"E00174212"		0
"E00174212"		0
"E00062138"		140
"E00062138"		54
"E00062138"		47
"E00062138"		31
"E00062138"		8
