"GEOGRAPHY_CODE"	"CELL"	"OBS_VALUE"
"E00062207"	"0"	242
"E00062207"	"1"	238
"E00062207"	"2"	2
"E00062207"	"3"	0
"E00062207"	"4"	0
"E00062207"	"5"	0
"E00062207"	"6"	1
"E00062207"	"7"	0
"E00062207"	"8"	1
"E00062207"	"9"	0
"E00062207"	"10"	0
"E00062207"	"11"	0
"E00062207"	"12"	0
"E00062207"	"13"	0
"E00062207"	"14"	0
"E00062207"	"15"	0
"E00062207"	"16"	0
"E00062207"	"17"	0
"E00062208"	"0"	490
"E00062208"	"1"	467
"E00062208"	"2"	6
"E00062208"	"3"	3
"E00062208"	"4"	1
"E00062208"	"5"	1
"E00062208"	"6"	0
"E00062208"	"7"	1
"E00062208"	"8"	0
"E00062208"	"9"	4
"E00062208"	"10"	3
"E00062208"	"11"	3
"E00062208"	"12"	1
"E00062208"	"13"	0
"E00062208"	"14"	0
"E00062208"	"15"	0
"E00062208"	"16"	0
"E00062208"	"17"	0
"E00062209"	"0"	226
"E00062209"	"1"	222
"E00062209"	"2"	2
"E00062209"	"3"	0
"E00062209"	"4"	0
"E00062209"	"5"	0
"E00062209"	"6"	1
"E00062209"	"7"	0
"E00062209"	"8"	0
"E00062209"	"9"	0
"E00062209"	"10"	0
"E00062209"	"11"	1
"E00062209"	"12"	0
"E00062209"	"13"	0
"E00062209"	"14"	0
"E00062209"	"15"	0
"E00062209"	"16"	0
"E00062209"	"17"	0
"E00062210"	"0"	113
"E00062210"	"1"	111
"E00062210"	"2"	2
"E00062210"	"3"	0
"E00062210"	"4"	0
"E00062210"	"5"	0
"E00062210"	"6"	0
"E00062210"	"7"	0
"E00062210"	"8"	0
"E00062210"	"9"	0
"E00062210"	"10"	0
"E00062210"	"11"	0
"E00062210"	"12"	0
"E00062210"	"13"	0
"E00062210"	"14"	0
"E00062210"	"15"	0
"E00062210"	"16"	0
"E00062210"	"17"	0
"E00062211"	"0"	143
"E00062211"	"1"	139
"E00062211"	"2"	0
"E00062211"	"3"	1
"E00062211"	"4"	0
"E00062211"	"5"	0
"E00062211"	"6"	0
"E00062211"	"7"	0
"E00062211"	"8"	0
"E00062211"	"9"	1
"E00062211"	"10"	0
"E00062211"	"11"	2
"E00062211"	"12"	0
"E00062211"	"13"	0
"E00062211"	"14"	0
"E00062211"	"15"	0
"E00062211"	"16"	0
"E00062211"	"17"	0
"E00062212"	"0"	240
"E00062212"	"1"	236
"E00062212"	"2"	0
"E00062212"	"3"	0
"E00062212"	"4"	1
"E00062212"	"5"	1
"E00062212"	"6"	1
"E00062212"	"7"	0
"E00062212"	"8"	0
"E00062212"	"9"	0
"E00062212"	"10"	0
"E00062212"	"11"	1
"E00062212"	"12"	0
"E00062212"	"13"	0
"E00062212"	"14"	0
"E00062212"	"15"	0
"E00062212"	"16"	0
"E00062212"	"17"	0
"E00174202"	"0"	380
"E00174202"	"1"	372
"E00174202"	"2"	3
"E00174202"	"3"	0
"E00174202"	"4"	0
"E00174202"	"5"	0
"E00174202"	"6"	0
"E00174202"	"7"	0
"E00174202"	"8"	0
"E00174202"	"9"	1
"E00174202"	"10"	2
"E00174202"	"11"	2
"E00174202"	"12"	0
"E00174202"	"13"	0
"E00174202"	"14"	0
"E00174202"	"15"	0
"E00174202"	"16"	0
"E00174202"	"17"	0
"E00174206"	"0"	353
"E00174206"	"1"	338
"E00174206"	"2"	3
"E00174206"	"3"	2
"E00174206"	"4"	0
"E00174206"	"5"	1
"E00174206"	"6"	0
"E00174206"	"7"	0
"E00174206"	"8"	0
"E00174206"	"9"	2
"E00174206"	"10"	4
"E00174206"	"11"	2
"E00174206"	"12"	1
"E00174206"	"13"	0
"E00174206"	"14"	0
"E00174206"	"15"	0
"E00174206"	"16"	0
"E00174206"	"17"	0
"E00174208"	"0"	279
"E00174208"	"1"	270
"E00174208"	"2"	4
"E00174208"	"3"	1
"E00174208"	"4"	1
"E00174208"	"5"	0
"E00174208"	"6"	0
"E00174208"	"7"	0
"E00174208"	"8"	0
"E00174208"	"9"	1
"E00174208"	"10"	0
"E00174208"	"11"	2
"E00174208"	"12"	0
"E00174208"	"13"	0
"E00174208"	"14"	0
"E00174208"	"15"	0
"E00174208"	"16"	0
"E00174208"	"17"	0
"E00062202"	"0"	262
"E00062202"	"1"	261
"E00062202"	"2"	0
"E00062202"	"3"	0
"E00062202"	"4"	0
"E00062202"	"5"	0
"E00062202"	"6"	0
"E00062202"	"7"	0
"E00062202"	"8"	0
"E00062202"	"9"	0
"E00062202"	"10"	1
"E00062202"	"11"	0
"E00062202"	"12"	0
"E00062202"	"13"	0
"E00062202"	"14"	0
"E00062202"	"15"	0
"E00062202"	"16"	0
"E00062202"	"17"	0
"E00062203"	"0"	273
"E00062203"	"1"	263
"E00062203"	"2"	6
"E00062203"	"3"	0
"E00062203"	"4"	1
"E00062203"	"5"	0
"E00062203"	"6"	0
"E00062203"	"7"	0
"E00062203"	"8"	0
"E00062203"	"9"	0
"E00062203"	"10"	1
"E00062203"	"11"	1
"E00062203"	"12"	1
"E00062203"	"13"	0
"E00062203"	"14"	0
"E00062203"	"15"	0
"E00062203"	"16"	0
"E00062203"	"17"	0
"E00062204"	"0"	292
"E00062204"	"1"	282
"E00062204"	"2"	3
"E00062204"	"3"	0
"E00062204"	"4"	0
"E00062204"	"5"	1
"E00062204"	"6"	1
"E00062204"	"7"	0
"E00062204"	"8"	0
"E00062204"	"9"	2
"E00062204"	"10"	1
"E00062204"	"11"	0
"E00062204"	"12"	2
"E00062204"	"13"	0
"E00062204"	"14"	0
"E00062204"	"15"	0
"E00062204"	"16"	0
"E00062204"	"17"	0
"E00062205"	"0"	272
"E00062205"	"1"	262
"E00062205"	"2"	5
"E00062205"	"3"	0
"E00062205"	"4"	0
"E00062205"	"5"	0
"E00062205"	"6"	0
"E00062205"	"7"	0
"E00062205"	"8"	0
"E00062205"	"9"	1
"E00062205"	"10"	2
"E00062205"	"11"	2
"E00062205"	"12"	0
"E00062205"	"13"	0
"E00062205"	"14"	0
"E00062205"	"15"	0
"E00062205"	"16"	0
"E00062205"	"17"	0
"E00062206"	"0"	284
"E00062206"	"1"	279
"E00062206"	"2"	1
"E00062206"	"3"	1
"E00062206"	"4"	0
"E00062206"	"5"	1
"E00062206"	"6"	0
"E00062206"	"7"	0
"E00062206"	"8"	0
"E00062206"	"9"	0
"E00062206"	"10"	0
"E00062206"	"11"	1
"E00062206"	"12"	1
"E00062206"	"13"	0
"E00062206"	"14"	0
"E00062206"	"15"	0
"E00062206"	"16"	0
"E00062206"	"17"	0
"E00062379"	"0"	366
"E00062379"	"1"	361
"E00062379"	"2"	2
"E00062379"	"3"	0
"E00062379"	"4"	0
"E00062379"	"5"	0
"E00062379"	"6"	0
"E00062379"	"7"	0
"E00062379"	"8"	3
"E00062379"	"9"	0
"E00062379"	"10"	0
"E00062379"	"11"	0
"E00062379"	"12"	0
"E00062379"	"13"	0
"E00062379"	"14"	0
"E00062379"	"15"	0
"E00062379"	"16"	0
"E00062379"	"17"	0
"E00062380"	"0"	154
"E00062380"	"1"	147
"E00062380"	"2"	3
"E00062380"	"3"	0
"E00062380"	"4"	0
